776,110.1,269,,,,
891,125.6,307,,,,
1006,147.4,344,,,,
1122,166.5,382,,,,
1237,195.9,420,,,,
1352,221.8,457,,,,
1467,253.3,495,,,,
1602,294.8,539,,,,
1717,336.5,576,,,,
1832,373.9,614,,,,
1938,424.5,649,,,,
2043,485.3,683,,,,
2149,551.1,718,,,,
2216,584.2,739,,,,
2293,644.3,765,,,,
2418,756.5,805,,,,
