834,30.7,83,,,,
910,32.1,90,,,,
987,34.9,98,,,,
1083,39.4,107,,,,
1179,43.5,116,,,,
1275,48.5,125,,,,
1371,53.3,134,,,,
1467,59,143,,,,
1554,64.6,151,,,,
1650,72.1,160,,,,
1746,78.1,169,,,,
1842,96.1,178,,,,
1918,92.9,186,,,,
2010,99.6,193,,,,
